,sentiment,text
817400,4,@LulaBradshaw Who is that?! I went to the game... haven't been able to eat all day with nerves so am filling my face now 
817450,4,@cokel try bringing the cards a little more luck today.  wasnt quite enough yesterday 
817500,4,http://twitpic.com/3j4h7 - Spring has come to georgetown 
817550,4,back. Tom Fletcher is on!!! 
817600,4,@EvelynBayCoffee - do you have a chocolate tea?  
817650,4,Time to clean today.  PEACE!
817700,4,On the road to san diego with mary and lynette! 
817750,4,"@Tabz I can't wait either, lol! Going to start rewatching the series to get his style in my head. And also just for fun. "
817800,4,@residentartist You can do it! 
817850,4,@concertchristal agh! lucky!! lol feel free to text me pics! hehe 719 371 0752 if you can that is.. 
817900,4,@geekcoach you're faxing in your tweets then? 
817950,4,Springtime Jazz from Mr. Quincy Jones - - - Wonderful weekend to all  http://song.ly/3naz Quincy Jones - Killer Joe #jazz
818000,4,I miss making you all laugh. 
818050,4,@fayyedunrunaway i just eat it regular 
818100,4,@br0xen so...did you get rained on? 
818150,4,mani and pedi date with stank  
818200,4,Booking the cruise with man 
818250,4,@KunalGautam m sorry tired.......no mood to talk tech....nd cant talk sex with u 
818300,4,Downtown. No tourists slapped. Still early tho. 
818350,4,@chrisloft Subway - more healthy. it's a no-brainer 
818400,4,@beezan I posted about it earlier: http://twittercism.com/more-mikeyy/ 
818450,4,@ddlovato you should stop by in the little country in the north SWEDEN i'll meet you at airport  have fun anyways&lt;3
818500,4,@annalopez92 thats cool!  &lt;3
818550,4,@tommcfly Glad you had fun but Edinburgh will be better  ily
818600,4,Laying on the quad 
818650,4,@YanieBananie Hey! I'm going with you! 
818700,4,"PEI cheese, onions &amp; coffee @ Farmer's market.  Nova Scotia feta, atlantic smoked salmon &amp; Turkish capers @ groc store.  So not Dauphin! "
818750,4,@Spainkiller OMG! Nice one! 
818800,4,Graffiti  I'm not gonna paint over it I like it :] http://twitpic.com/3jpqn
818850,4,hi @juliaarielle ! I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers
818900,4,@mileycyrus visit me in germany 
818950,4,@johncmayer Have a great weekend John 
819000,4,Creatures Of The Night! New 4am project blog post http://is.gd/tbQY Are you digging the 4am Project? Tell your friends. pls rt! 
819050,4,"With all my work done, I can now go out to play. Looking forward to a night with my favorite girl. "
819100,4,Getting the boys fitted for their tux! 
819150,4,CHiiLLEENN On A SaTuRdAy aFtErnOOn  ! HtC ;* !
819200,4,@pumadiva2 heyy girl!! follow me. 
819250,4,Dayum that curry was nice 
819300,4,@ShaeFreeman My fam is from Chicago so I know the old school feeling.  I became an Orlando fan when Horace Grant went there from da Bulls!
819350,4,Probably the only person not at the football game right now. Beautiful day... finishing this up and going for a run. Come run me over 
819400,4,QOTD: &quot;Hey - I still haven't told you guys the story about the English Heritage fella and how he's lucky to be still alive!&quot;  @yawnerddn
819450,4,@sharlyn_lauby Cool - sounds fun!  Guess I need to start a blog 
819500,4,@trent_reznor my guess: sitting alone in a dark room and developing a symbian NIN App - going to Coachella afterwards 
819550,4,@wenchpixie Thanks hun 
819600,4,"@nycgrl88 ...lol..I didn't think LOTR was long enough...they left alot out of the story line- Disappointed, but still enjoyed the movies "
819650,4,http://twitpic.com/3jtnk - Mission buy new heals? Success  they're prefect
819700,4,Updating myspace pictures. Myspace.com/Zarinha 
819750,4,"is at home, cleaning up the apt and getting ready for the evening, SOOO EXCITING ! "
819800,4,I did it!! Seeing 17 again 
819850,4,"@jillygg my 6 year old had a meltdown with friends, got grounded for a week and cried herself to sleep.I bet my GOOP is coming next "
819900,4,if you seek amy shes with me 
819950,4,"@JonathanRhys how cute, you like Bacalhau? It is very good. My mom made a quieche de bacalhau last Friday. It was really good! "
820000,4,@sudell22 I LOVE that show Shan. Let's pretend we rented it together and watched it on a double date.  Tell the family hello.
820050,4,Day 2 in Dallas starting off much better....in new hotel....good night sleep finally  Oh and girls are playing some good vball
820100,4,@DonnaD2009 Nooo! I love it! 
820150,4,Finishing some fix me ups at Dave and Missy's and they are both good at learning how to dooo's 
820200,4,ExpoFCT was a success!   We received more than 7000 students from secondary school.  Now I'm recovering from last week...
820250,4,@Rumbum @someenglishrose not long now 
820300,4,got a widget for myspace!  haha myspace.com/labbadiasistersstreetteam
820350,4,Great game of golf !!! Nappy nap time on the roof in the sun 
820400,4,@lizmv86 most women are just typical and crazy. YOURE AHEAD OF THE CURVE! 
820450,4,"@mileycyrus Come now to Germany? That is cool, then we see you probably now the german television often "
820500,4,@CEPSocks_anne Thanks for the FF 
820550,4,"@axerickson There has got to be better dining ooptions than that, even in Cincy. "
820600,4,@clairehearty I am glad 
820650,4,"At Pax...my daily lunch spot. Although it's not lunch, I needed a salad. "
820700,4,@kimburry yes. lol and yes I diiiiid. yesterday. 
820750,4,"Strum me like a guitar, blow out my amplifier "
820800,4,@JoneShxt : I Do 
820850,4,Lord of the Rings is on... I'm so grateful the Ents were included  that was a brave move!
820900,4,@ianbrodie ~ I hear ya. I'm still waiting to be approved!! (LOLLLL) Let me test the waters! 
820950,4,@trent_reznor Surely the rain cloud that follows you around will block out the sun? 
821000,4,"sorry i havent been on twitter lately, things have been really busy taking care of my family lol, well must go make dinner  "
821050,4,@timlovejoy let's hope so. An all blue final would be great 
821100,4,@rawvelous cool   I made it for my 4yr old to enjoy for lunch...he ate it up 
821150,4,Wanna now what ShuckU is all about? Just ask 
821200,4,"@alanpdx well, maybe you can let me know what we should cover next trip? take a look at our style http://geekentertainment.tv "
821250,4,reclaimed my T 
821300,4,"Oh, it has been a lovely day!  The warm weather is great "
821350,4,Fuck im bored &gt;_&lt; Nothing to do! Fuck... i think imma listen to some Dumb Luck 
821400,4,installed quake 3 on his mac 
821450,4,@meglk1227 YOu just realized that the Yankees blow 
821500,4,"@houseofkeon  Whoo hoo!  Looks good, Jean "
821550,4,@hypnotistchris very cool  I am sorry he didn't get a mutt from the pound like himself tho - and no I don't mean that as an insult
821600,4,I'm sick of bugs. I'm not an outdoors person 
821650,4,"@taylorjerrye On Twitter too... like I said, keep the updates coming Jerry!!  lol."
821700,4,@selenagomez lol that Joey person seems hilarious 
821750,4,"@DebbieFletcher hello debbie, tell me, would you like to meet brazil? "
821800,4,"i'm pretty pissed that i won't get to see @lilyroseallen tonight. but whatever. have a good show, lily! "
821850,4,@tabfurtado don't lie u wouldn't kno fractions even if u were not on cold meds  Dayquil has no alcohol in it yo I checked.
821900,4,I've upgraded Hogo to Rails 2.3.2 now I'm having a pint of Polish Zubr as a reward 
821950,4,@SupremeKnight I'll tell ya what I think in a little while. Getting ready to start it now. 
822000,4,"@Katy_C Lovely, Katy! I'm looking forward to the birth of your new novel. "
822050,4,Going to the GLAAD Media Awards at the Nokia Theatre tonite! 
822100,4,@heidimontag Have fun. I'll go to bed now.  It's 2 AM here in Germany. And its rainy and cold. Have a nice day!
822150,4,@suejester The weather was absolutely gorgeous! If it could only stay this way  I wonder what the weather will be like in Germany? ;)
822200,4,@tryingtofly I am here and ready   Hope everything is Ok.
822250,4,"@tomwellingtweet ok, have a great night, too "
822300,4,@TribalPottery Strange - listening to &quot;No You Girls&quot; just as I'm reading your Tweet 
822350,4,"Can't wait for what the future will bring! I was scared to finish uni, but excited now    (im such a loser, lol) &amp; I love my lovely lukus!"
822400,4,@VBalasubramani I love @nikiblack's dinner tweets and pics! 
822450,4,@hollyyjanee yeah same 'ere I'm king to prues.  have fun I'll txt you when I get bored xoxo
822500,4,Investigating the North tower of the Mt washington.  This place never lets us down.  
822550,4,I'm glad I'm not the type of person that can't just ever spend a saturday night alone. Srsly. Home. Cleaning. Drinking. 
822600,4,"@perezhilton Whoa. I thought Madonna's a superhuman! ) Aww, be well Madge "
822650,4,@BizAvWeekly Copy! And Wilco! See you on Monday Afternoon! 
822700,4,Friends for dinner tonight and late bedtimes for the kids.  That's what schedules are for - fun nights to throw them off. 
822750,4,"@lalomartins Creating a QQ account, or what? "
822800,4,@edwinharris gee mean guy! Taking college kids pell &gt;   lol 
822850,4,"my computer crashed, but i'm back :B i am twittaddicted "
822900,4,"@bellaaR ohh pishh poshh, watevaa;) and hehee, all the flute players herd me scquiq that is how amazinglyamazing my playing skills aree "
822950,4,@FashionGuru Luvn the homemade beauty products joint! 
823000,4,@mikasounds are you on the plane now?  have a good flight Mika!  xx
823050,4,"Armin would play from the moon, and people would listen from earth, radio transmission  #asot400"
823100,4,SO EXCITED TO SLEEEEEEEEEP 
823150,4,explaining twitter to the tias 
823200,4,"As someone who has choked alone once, I think it very sage. "
823250,4,@mz3ll3n awww it'll be forever anniversary for both of you. at least in my mind. 
823300,4,"After a wonderful day, it's off to bed now...night all. "
823350,4,Best night of my life! First row was amazing!! Joe jonas eyefucked me and gaby hahahaa 
823400,4,"I'm logging off for tonight. I've got some other things to do. Good Night, Everybody! "
823450,4,"@charmwitch Oh right, sent it sometime last week "
823500,4,Watching Heroes Season1 Box Set. Can't wait for season 4 to start and season 3 to release on DVD! 
823550,4,"Heading home after a fun day of duck, goose and nephew chasing "
823600,4,@kaydeabc http://twitpic.com/3kulk - Sunset photos from airplanes are in a category all to themselves. Good shot! 
823650,4,@damana Blue yellow and white 
823700,4,Sex and the city shower in full effect ! Love u Kayli 
823750,4,"@RetroRewind   Ya'll are playing some kick ass music tonight!  LOVE the 80's, and LOVE the  New Kids too!  Awesome!  "
823800,4,talkin to my babyyyy 
823850,4,@RichardJMolina Yeah man it was.. i'll be ok lol ... positive attitude regardless of the dissapointments ya dig... 
823900,4,No one is better that juice!!! 
823950,4,watching csi: miami. burning up in the dorm room and waiting for noah to get here 
824000,4,@jeffreecuntstar i do! 
824050,4,Bout 2 get rdy 2 go 2 Lucky Strike in Hollywood! 
824100,4,Just bitched Sarah out.. that made me feel alot better. Ahh.  Sluts do as there told.
824150,4,"@dhewlett Please follow me, ur oh so kewl!!!!     "
824200,4,"I know i should get some sleep in, i need to wake up early tomorrow. oh well fuck it, i dont care "
824250,4,music makes me absurdly happy 
824300,4,Just finished foraging at Whole Foods - I'm making _amazing_ museli where I know all the ingredients and none of them are gluten 
824350,4,"I've fixed my issue!!!!!! I can record again! Woot! Thanks, Jerry, Tim, Tim, and Peter. "
824400,4,@sammcahill Chocolate fountain? Holy shizzam. First time I've heard of this. Sounds sweet. Pun intended. Haha. 
824450,4,@youngsinick They're still worth all the drama there is to get up on there to get them. Believe that! I'm nice and tipsy. 
824500,4,@parislemon http://twitpic.com/3kdo8 - Congratulations 
824550,4,@DiyanaAlcheva so obvious: They have weird names for all their stuff. 
