Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2005-02-08 10:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,RICHMOND,NONE,4200 Block of GEARY BL,-122.464840134534,37.7811196378597
2005-01-27 13:50:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,BAYVIEW,NONE,3100 Block of SAN BRUNO AV,-122.401335963906,37.72198844716
2003-08-07 20:07:00,WARRANTS,ENROUTE TO U.S. MARSHALL,Thursday,PARK,"ARREST, BOOKED",1100 Block of PIERCE ST,-122.435590528188,37.7805435736467
2014-03-05 17:29:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2013-09-17 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE,48TH AV / POINTLOBOS AV,-122.50943307434099,37.7798490758791
2008-03-03 21:30:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
2005-05-21 01:30:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Saturday,BAYVIEW,NONE,1400 Block of KIRKWOOD CT,-122.387742655252,37.7370190941171
2011-02-21 17:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,MISSION,NONE,3100 Block of 16TH ST,-122.422399101985,37.7649414890121
2006-03-23 22:20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,20TH ST / MISSION ST,-122.419052694349,37.7586324051562
2015-04-14 07:30:00,ASSAULT,BATTERY,Tuesday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2003-07-24 13:41:00,OTHER OFFENSES,HARASSING PHONE CALLS,Thursday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
2003-11-02 19:10:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Sunday,CENTRAL,NOT PROSECUTED,400 Block of COLUMBUS AV,-122.4084984361,37.7990595666353
2014-12-27 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,PARK,NONE,0 Block of SCOTT ST,-122.434906576836,37.769525362231896
2012-05-17 21:15:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,TARAVAL,NONE,100 Block of FORESTVIEW DR,-122.48352000595101,37.7317081848076
2006-10-03 17:00:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,TENDERLOIN,UNFOUNDED,400 Block of JONES ST,-122.41285712652399,37.7855804361702
2003-04-02 08:15:00,RUNAWAY,RUNAWAY,Wednesday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2006-11-19 23:20:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,SOUTHERN,NONE,0 Block of RODGERS ST,-122.40904634341899,37.7751758248112
2007-11-27 09:36:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.45353456066002,37.76916629780521
2007-11-28 10:30:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,MISSION,"ARREST, CITED",CAPP ST / 17TH ST,-122.418486296575,37.763495437314404
2006-03-11 19:29:00,NON-CRIMINAL,SHELTER,Saturday,MISSION,NONE,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
2014-03-05 10:44:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935,37.781526271747
2012-10-04 02:48:00,OTHER OFFENSES,RESISTING ARREST,Thursday,TARAVAL,NONE,700 Block of FONT BL,-122.48356927083799,37.7230650556781
2007-11-01 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.41833831769699,37.7726641818375
2007-08-24 21:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,WASHINGTON ST / SANSOME ST,-122.401678386854,37.7957197884438
2004-03-05 12:40:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,SOUTHERN,NONE,0 Block of 6TH ST,-122.40950430935,37.781526271747
2003-12-08 18:37:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Monday,BAYVIEW,NONE,KIRKWOOD AV / MENDELL ST,-122.388093075177,37.73710771372871
2007-12-28 00:01:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,NORTHERN,NONE,2400 Block of FILLMORE ST,-122.43453915083401,37.79203141483529
2006-02-07 17:07:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,CENTRAL,NONE,700 Block of BROADWAY ST,-122.409164766852,37.79761460820721
2007-11-18 17:46:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,CENTRAL,"ARREST, BOOKED",600 Block of KEARNY ST,-122.40473025175899,37.7937840812301
2013-03-07 08:30:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Thursday,TARAVAL,JUVENILE CITED,700 Block of TARAVAL ST,-122.47410271041599,37.743174496996296
2008-02-06 18:31:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411615075408,37.7831614109395
2009-02-17 23:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 25TH ST,-122.41828927686599,37.750640293923
2007-12-25 12:58:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,SOUTHERN,"ARREST, BOOKED",400 Block of JESSIE ST,-122.408437135288,37.781954394999794
2013-04-02 02:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,SOUTHERNHEIGHTS AV / DEHARO ST,-122.400961855199,37.7581317228899
2005-04-07 16:45:00,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.41421780432199,37.7832593295025
2004-02-19 07:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,PARK,NONE,HAYES ST / MASONIC AV,-122.446091525471,37.773934479461005
2005-08-28 23:24:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,22ND ST / FLORIDA ST,-122.410375228041,37.7559413033414
2010-05-09 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,2000 Block of POST ST,-122.435575820196,37.784892281882
2010-04-24 20:40:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED",CEDAR ST / VANNESS AV,-122.421477162118,37.78615273522011
2014-04-03 15:30:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,NORTHERN,UNFOUNDED,STEINER ST / HAYES ST,-122.432832799205,37.7756249672772
2007-10-31 00:53:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION,"ARREST, CITED",100 Block of COLLINGWOOD ST,-122.436102868825,37.7600036963355
2004-01-23 21:07:00,FRAUD,FALSE ID TO PEACE OFFICER,Friday,MISSION,"ARREST, BOOKED",WIESE ST / 16TH ST,-122.420580440119,37.76499686229821
2011-05-07 01:20:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,MISSION,"ARREST, BOOKED",2500 Block of FOLSOM ST,-122.414394078892,37.75648741164429
2011-06-30 02:37:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,SOUTHERN,NONE,400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2006-09-21 08:53:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194
2007-10-15 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,CENTRAL,"ARREST, BOOKED",900 Block of PACIFIC AV,-122.41028335974,37.796413398087
2006-06-27 22:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,PARK,"ARREST, CITED",BAKER ST / MCALLISTER ST,-122.44167909289801,37.7773722278153
2003-02-21 17:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,CENTRAL,NONE,BROADWAY ST / JONES ST,-122.415196324022,37.7968030422375
2003-01-10 12:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED",15TH ST / VALENCIA ST,-122.42204594355499,37.766538719604
2010-04-23 01:30:00,ROBBERY,"ROBBERY, VEHICLE FOR HIRE, ATT., W/ OTHER WEAPON",Friday,SOUTHERN,NONE,8TH ST / MINNA ST,-122.412620258006,37.7770259271797
2009-08-17 22:04:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,RICHMOND,NONE,6000 Block of GEARY BL,-122.48421621182699,37.7802409146585
2006-06-15 02:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.418729600557,37.785007503993
2003-03-09 11:23:00,NON-CRIMINAL,TURNED IN GUN,Sunday,PARK,NONE,1800 Block of WALLER ST,-122.45433010539601,37.7681530111159
2011-12-26 17:25:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2004-09-04 08:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,NORTHERN,NONE,1000 Block of TURK ST,-122.425564924002,37.7812701611726
2006-02-07 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,CENTRAL,NONE,1300 Block of PINE ST,-122.418028132982,37.7898812870744
2006-06-01 20:24:00,WEAPON LAWS,POSS OF LOADED FIREARM,Thursday,MISSION,"ARREST, BOOKED",24TH ST / SHOTWELL ST,-122.41517366580099,37.7524407589917
2012-12-14 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,MASON ST / NORTHPOINT ST,-122.413789467232,37.806552652983896
2003-11-25 03:08:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,CENTRAL,NONE,300 Block of WASHINGTON ST,-122.399341350678,37.7960832336943
2010-11-01 22:30:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Monday,INGLESIDE,NONE,CRESCENT AV / ANDOVER ST,-122.416824272035,37.73488851562411
2011-09-21 17:30:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,MISSION,NONE,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2014-04-16 12:30:00,WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,"ARREST, BOOKED",LARKIN ST / OFARRELL ST,-122.417903977564,37.785167087551706
2014-09-30 09:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-09-30 20:10:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE,1000 Block of PINE ST,-122.41311780493601,37.7906201757921
2004-03-20 16:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,MISSION,NONE,SHOTWELL ST / 16TH ST,-122.416389710291,37.7652491154428
2010-05-21 21:00:00,RUNAWAY,RUNAWAY,Friday,MISSION,NONE,1100 Block of POTRERO AV,-122.406463425003,37.753636505486
2004-01-21 20:56:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,NORTHERN,"ARREST, BOOKED",1600 Block of LOMBARD ST,-122.428687263963,37.8008967365514
2010-01-17 17:30:00,MISSING PERSON,MISSING JUVENILE,Sunday,TARAVAL,NONE,600 Block of HEAD ST,-122.46451970107401,37.718824586123
2015-03-19 22:30:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2014-07-10 16:10:00,ASSAULT,THREATS AGAINST LIFE,Thursday,TARAVAL,JUVENILE BOOKED,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
2013-01-10 20:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,500 Block of 9TH ST,-122.407801069192,37.7706199686035
2011-04-22 03:27:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Friday,NORTHERN,NONE,VANNESS AV / CALIFORNIA ST,-122.422330464198,37.790369068882
2013-05-13 15:04:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,CENTRAL,JUVENILE BOOKED,1800 Block of STOCKTON ST,-122.40972546348101,37.8027698960772
2010-12-01 15:00:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-01-12 17:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.41407704553801,37.8037038923979
2005-02-12 07:03:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Saturday,SOUTHERN,"ARREST, BOOKED",5TH ST / JESSIE ST,-122.40718855811701,37.7832917166307
2013-09-04 08:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,0 Block of NICHOLS WY,-122.38724435334,37.7195130001474
2015-01-08 07:30:00,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",Thursday,BAYVIEW,NONE,1100 Block of OAKDALE AV,-122.38211024268699,37.7299756929957
2003-07-23 09:31:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.41219255572099,37.781604574125204
2012-09-04 12:30:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Tuesday,INGLESIDE,NONE,100 Block of LISBON ST,-122.43066262494499,37.725783170934896
2010-07-17 02:45:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,TARAVAL,"ARREST, BOOKED",2400 Block of 26TH AV,-122.48305707188601,37.7417714526095
2005-03-07 00:01:00,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,RICHMOND,NONE,2400 Block of POST ST,-122.442195536411,37.78405418571021
2010-01-30 20:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,BUSH ST / LARKIN ST,-122.418658294829,37.7889098399421
2003-07-11 10:30:00,ASSAULT,THREATS AGAINST LIFE,Friday,MISSION,NONE,3100 Block of 26TH ST,-122.412169039014,37.7493461807958
2008-11-01 10:00:00,OTHER OFFENSES,RESISTING ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408421116922,37.7835699386918
2013-07-13 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,NORTHERN,NONE,1800 Block of BROADWAY ST,-122.427548850319,37.7952631481734
2013-07-14 10:45:00,WARRANTS,WARRANT ARREST,Sunday,PARK,"ARREST, BOOKED",500 Block of BUENAVISTAWEST AV,-122.443194351845,37.766542833629295
2012-10-04 12:05:00,OTHER OFFENSES,RESISTING ARREST,Thursday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2014-03-04 22:52:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE,3RD ST / PALOU AV,-122.39097173455099,37.734015218072294
2011-01-15 09:53:00,OTHER OFFENSES,RESISTING ARREST,Saturday,BAYVIEW,"ARREST, CITED",1500 Block of QUESADA AV,-122.388723051056,37.731726286076395
2003-02-17 19:30:00,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,1000 Block of VAN NESS AV,-122.421092281902,37.784999643568
2006-01-28 07:50:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,MISSION,"ARREST, BOOKED",1100 Block of POTRERO AV,-122.406324313914,37.7536322498822
2014-07-08 11:57:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,MISSION,"ARREST, CITED",100 Block of COLLINGWOOD ST,-122.436102868825,37.7600036963355
2003-10-04 16:05:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542
2014-03-18 20:38:00,OTHER OFFENSES,RESISTING ARREST,Tuesday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2008-02-21 20:38:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,NORTHERN,"ARREST, CITED",OCTAVIA ST / FELL ST,-122.424436633246,37.7757403536826
2010-10-19 01:49:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE,3700 Block of ANZA ST,-122.488354455409,37.7780504531386
2003-10-31 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,HARTFORD ST / 19TH ST,-122.433745069814,37.759356432755
2008-02-20 15:30:00,MISSING PERSON,MISSING JUVENILE,Wednesday,SOUTHERN,LOCATED,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2014-06-23 02:30:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991
2011-12-02 06:20:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Friday,BAYVIEW,NONE,BAY SHORE BL / DONNER AV,-122.402754088677,37.729359024468714
2013-06-02 21:15:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE,2300 Block of 22ND AV,-122.478899728643,37.7438271928355
2011-09-19 18:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,FOLSOM ST / 4TH ST,-122.401161555602,37.7820238478975
2012-04-18 16:08:00,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,INGLESIDE,JUVENILE BOOKED,SAN JOSE AV / OCEAN AV,-122.444746663003,37.7229679041125
2003-06-26 09:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,600 Block of GEARY ST,-122.414010814727,37.7866770011071
2011-05-22 00:15:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2004-06-24 09:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,4400 Block of MISSION ST,-122.433193907155,37.726911158616296
2004-03-15 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,100 Block of BAY ST,-122.409888227377,37.8060255339956
2010-01-11 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,NONE,400 Block of GREENWICH ST,-122.40769174516899,37.802482274671
2008-10-16 16:50:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",JONES ST / GOLDEN GATE AV,-122.412224164736,37.7820729312029
2005-07-30 15:00:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,NORTHERN,"ARREST, BOOKED",MCALLISTER ST / LAGUNA ST,-122.42683274199301,37.779258474412295
2005-10-19 14:22:00,WARRANTS,WARRANT ARREST,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2005-07-15 21:12:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,CENTRAL,JUVENILE BOOKED,WAVERLY PL / SACRAMENTO ST,-122.40664640708201,37.7933156886724
2014-12-28 12:45:00,FRAUD,FALSE ID TO PEACE OFFICER,Sunday,BAYVIEW,"ARREST, BOOKED",300 Block of WILLIAMS AV,-122.39944365894199,37.73017601616471
2007-02-11 02:39:00,ASSAULT,BATTERY,Sunday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / PACIFIC AV,-122.43473756906799,37.7933470685534
2005-04-24 23:30:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Sunday,NORTHERN,NONE,WEBSTER ST / EDDY ST,-122.43061174790701,37.781644155493495
2009-11-29 15:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,SOUTHERN,NONE,500 Block of MISSION ST,-122.398912581875,37.7886287320653
2008-12-10 17:22:00,ASSAULT,BATTERY,Wednesday,CENTRAL,"ARREST, BOOKED",GEARY ST / POWELL ST,-122.408231026261,37.787359494956
2007-08-25 08:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,0 Block of HAWTHORNE ST,-122.39852676091499,37.7853099928246
2006-03-11 13:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,BAYVIEW,NONE,EVANS AV / 3RD ST,-122.38792738760901,37.7427030847405
2014-01-09 21:40:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.408368579345,37.7807784253732
2012-08-22 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,RICHMOND,NONE,0 Block of LUPINE AV,-122.44835376464899,37.7844598547658
2008-01-27 23:55:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.412758759499,37.7850960963726
2012-11-03 16:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,CENTRAL,NONE,TAYLOR ST / JACKSON ST,-122.41319212872601,37.7951956757685
2010-04-10 22:15:00,OTHER OFFENSES,CONSPIRACY,Saturday,RICHMOND,"ARREST, BOOKED",2700 Block of MCALLISTER ST,-122.457483497724,37.7754134501039
2014-12-28 01:22:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Sunday,CENTRAL,"ARREST, BOOKED",400 Block of CLAY ST,-122.400922761049,37.794959803128
2003-05-28 14:00:00,MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,LOCATED,0 Block of OTIS ST,-122.41995921385099,37.7719978555919
2005-12-15 08:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2007-01-13 01:04:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,"ARREST, BOOKED",500 Block of LARKIN ST,-122.417367329727,37.7828626236813
2009-03-17 21:46:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,CENTRAL,NONE,3200 Block of VANNESS AV,-122.425221057967,37.8055600294296
2013-06-10 16:17:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,NORTHERN,NONE,700 Block of LARKIN ST,-122.417785340586,37.784947495697295
2014-08-09 17:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,RICHMOND,NONE,JOHNFKENNEDY DR / TRANSVERSE DR,-122.479893513106,37.77049279878271
2008-08-07 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE,BRAZIL AV / LONDON ST,-122.434033464909,37.7243172238286
2003-05-29 23:00:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,MISSION,NONE,2400 Block of HARRISON ST,-122.41249200396999,37.758209343892496
2006-06-15 14:05:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,700 Block of VANNESS AV,-122.42083064884301,37.782166455064896
2011-11-02 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,1400 Block of HOWARD ST,-122.414927187814,37.773523978923
2013-12-12 00:49:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,NORTHERN,"ARREST, BOOKED",700 Block of POLK ST,-122.41925042197,37.7838069204559
2014-12-22 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,2900 Block of DIAMOND ST,-122.434229200474,37.733019952271
2010-05-05 10:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-01-23 11:53:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-07-23 15:22:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,NORTHERN,"ARREST, BOOKED",BUCHANAN ST / LARCH ST,-122.428950820315,37.78139115663561
2003-10-15 07:30:00,MISSING PERSON,FOUND PERSON,Wednesday,TARAVAL,NONE,400 Block of HEAD ST,-122.464341672285,37.71522816362
2004-08-05 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,100 Block of IDORA AV,-122.45786646071899,37.7442490165592
2009-03-18 01:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,NORTHERN,NONE,700 Block of FELL ST,-122.43019358714399,37.7749507679575
2011-02-07 01:30:00,ARSON,ARSON,Monday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
2005-10-07 17:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,CENTRAL,NONE,400 Block of PACIFIC AV,-122.402492067615,37.797502719962004
2012-08-09 21:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,BAYVIEW,NONE,500 Block of MISSOURI ST,-122.396237229852,37.7591467320616
2013-07-27 19:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,SOUTHERN,NONE,1700 Block of ALAMEDA ST,-122.402448598316,37.76862184291471
2015-04-18 23:05:00,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED",16TH ST / CALEDONIA ST,-122.42138194827801,37.7649480897345
2011-11-05 22:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.414269361877,37.7842081124308
2005-08-09 20:36:00,MISSING PERSON,MISSING ADULT,Tuesday,NORTHERN,NONE,500 Block of LARKIN ST,-122.417367329727,37.7828626236813
2008-09-20 06:26:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,PSYCHOPATHIC CASE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
